target_id	length	eff_length	est_counts	tpm
ENST00000377264	6318	6119	202.46	28.9519
ENST00000421419	1481	1282	37.5845	25.6531
ENST00000526559	887	688	20.7873	26.438
ENST00000164133	2729	2530	526.213	181.995
ENST00000532850	786	587	0	0
ENST00000279168	752	553	0	0
ENST00000533257	582	383	0	0
ENST00000532246	466	267	0	0
ENST00000532617	333	134	0	0
ENST00000530444	1037	838	0	0
ENST00000301896	1292	1093	0	0
ENST00000530735	2046	1847	0	0
ENST00000432175	838	639	0	0
ENST00000435842	1949	1750	0	0
ENST00000301887	2066	1867	30	14.0603
ENST00000527716	1230	1031	0	0
ENST00000534177	569	370	0	0
ENST00000246747	932	733	1587.33	1894.88
ENST00000529384	830	631	15.9491	22.117
ENST00000533729	795	596	13.7224	20.1467
ENST00000301886	2392	2193	0	0
ENST00000377244	1908	1709	320.826	164.266
ENST00000529673	573	374	0	0
ENST00000534637	704	505	0	0
ENST00000524831	627	428	0	0
ENST00000352068	771	572	10.1742	15.5641
ENST00000525648	312	113	0	0
ENST00000531072	1362	1163	53.8371	40.5061
ENST00000398846	1563	1364	47.2534	30.3136
ENST00000652489	1261	1062	117.827	97.0819
ENST00000674184	1366	1167	77.0829	57.7971
ENST00000533753	690	491	26.2627	46.8034
ENST00000532450	635	436	0	0
ENST00000358658	2708	2509	19.3152	6.73624
ENST00000526799	959	760	24.0437	27.6825
ENST00000340252	2376	2177	0	0
ENST00000355721	2100	1901	0	0
ENST00000356632	2118	1919	0	0
ENST00000526516	800	601	31.3724	45.6764
ENST00000532802	566	367	4.74884	11.3225
ENST00000530995	942	743	0	0
ENST00000533842	495	296	13.1825	38.9694
ENST00000533340	851	652	0	0
ENST00000528884	973	774	2.76716	3.12832
ENST00000530139	563	364	9.30757	22.3745
ENST00000529290	789	590	0	0
ENST00000525464	672	473	0	0
ENST00000275517	2475	2276	1483.24	570.24
ENST00000524733	835	636	0	0
ENST00000404147	1012	813	59.7609	64.32
ENST00000527430	692	493	0	0
ENST00000294258	1382	1183	394.901	292.094
ENST00000525509	478	279	5.70487	17.8921
ENST00000531761	518	319	4.46312	12.2424
ENST00000453524	718	519	10.2465	17.2754
ENST00000526334	692	493	0	0
ENST00000526791	384	185	0	0
ENST00000526945	576	377	0	0
ENST00000532200	802	603	37.7504	54.7802
ENST00000530488	158	2.72269	0	0
ENST00000530744	413	214	19.9342	81.5087
ENST00000524632	396	197	0	0
ENST00000525544	391	192	0	0
ENST00000530719	509	310	0	0
ENST00000524603	436	237	0	0
ENST00000528588	723	524	6.25826	10.4506
ENST00000530773	837	638	26.6466	36.546
ENST00000279281	2661	2462	2517.25	894.66
ENST00000534124	1089	890	49.3312	48.501
ENST00000529180	1027	828	16.5109	17.4485
ENST00000533487	600	401	0	0
ENST00000639871	243	44.0003	0	0
ENST00000526578	534	335	6.81334	17.7965
ENST00000534557	854	655	0	0
ENST00000533827	1078	879	0	0
ENST00000526856	691	492	109.667	195.043
ENST00000530673	633	434	45.5184	91.7732
ENST00000526809	829	630	0	0
ENST00000524986	729	530	0	0
ENST00000534371	913	714	0	0
ENST00000279263	1578	1379	259.998	164.978
ENST00000529601	1671	1472	25.7922	15.3321
ENST00000525385	1014	815	17.4625	18.7486
ENST00000345348	1490	1291	24.7577	16.7804
ENST00000531321	945	746	0	0
ENST00000529292	1305	1106	0	0
ENST00000529414	749	550	0	0
ENST00000526085	570	371	0	0
ENST00000530750	365	166	0	0
ENST00000524690	843	644	0	0
ENST00000527968	544	345	28.9895	73.5259
ENST00000528802	692	493	0	0
ENST00000310597	1299	1100	125	99.4344
ENST00000528598	579	380	0	0
ENST00000531743	697	498	40.3597	70.9149
ENST00000529639	506	307	9606.05	27379.5
ENST00000525297	355	156	3.77897	21.1967
ENST00000527548	538	339	0.000132488	0.000341975
ENST00000279259	461	262	97.7297	326.396
ENST00000529259	1125	926	45.6061	43.0954
ENST00000526555	507	308	4.33304	12.3101
ENST00000434372	533	334	350.144	917.318
ENST00000377190	3038	2839	1391.97	429.027
ENST00000294256	3048	2849	721.191	221.502
ENST00000307289	2841	2642	0	0
ENST00000526060	3144	2945	78.0679	23.1956
ENST00000531018	826	627	50.7681	70.8504
ENST00000532771	709	510	0	0
ENST00000527142	796	597	0	0
ENST00000528487	775	576	0	0
ENST00000534078	518	319	0	0
ENST00000526319	1906	1707	0	0
ENST00000526171	501	302	0	0
ENST00000279242	2026	1827	1344	643.694
ENST00000531705	489	290	0	0
ENST00000533943	688	489	0.000208145	0.000372457
ENST00000377185	991	792	0	0
ENST00000528396	571	372	7.15874	16.8389
ENST00000529133	593	394	25.5469	56.7364
ENST00000533820	3083	2884	267.984	81.3077
ENST00000527739	582	383	6.35745	14.5246
ENST00000526966	550	351	0	0
ENST00000533129	2792	2593	0.00125864	0.000424736
ENST00000524773	2960	2761	334.296	105.946
ENST00000279247	2952	2753	3528.54	1121.52
ENST00000532285	568	369	1.12103	2.65834
ENST00000534373	581	382	0	0
ENST00000526954	754	555	0	0
ENST00000531068	496	297	0	0
ENST00000527699	564	365	0	0
ENST00000533909	573	374	0	0
ENST00000527323	3086	2887	0	0
ENST00000526468	690	491	0	0
ENST00000527850	2403	2204	197.1	78.252
ENST00000265465	3544	3345	1241.74	324.829
ENST00000532391	580	381	6.81318	15.6475
ENST00000525924	873	674	160.744	208.687
ENST00000649896	4256	4057	48.9471	10.557
ENST00000279249	1963	1764	68.2803	33.87
ENST00000533419	1279	1080	5.37239	4.35274
ENST00000528416	3714	3515	209.817	52.2317
ENST00000415073	2085	1886	0	0
ENST00000252268	2462	2263	1254.32	485
ENST00000532102	524	325	21.8798	58.9087
ENST00000531989	1573	1374	62.9866	40.1126
ENST00000309880	2028	1829	25	11.9604
ENST00000527174	2138	1939	298.272	134.603
ENST00000534028	2432	2233	104.77	41.0551
ENST00000398802	2261	2062	0	0
ENST00000294187	2196	1997	33.137	14.5196
ENST00000526898	3088	2889	27.9152	8.45497
ENST00000526432	894	695	40.5987	51.1148
ENST00000533629	1012	813	29.3064	31.5422
ENST00000526259	572	373	18.2738	42.8686
ENST00000530936	561	362	0	0
ENST00000529962	569	370	0	0
ENST00000524438	603	404	23.7267	51.3896
ENST00000531296	366	167	7.33154	38.4147
ENST00000533782	677	478	0	0
ENST00000355991	3514	3315	166.361	43.9123
ENST00000317568	3685	3486	1277.72	320.722
ENST00000416776	1818	1619	19.5852	10.5852
ENST00000526201	568	369	0	0
ENST00000525156	380	181	0	0
ENST00000525364	2584	2385	108.03	39.6348
ENST00000270176	2636	2437	885.406	317.911
ENST00000420247	2583	2384	468.433	171.934
ENST00000533862	2570	2371	44.1147	16.2806
ENST00000524944	2715	2516	149.4	51.9587
ENST00000527009	2586	2387	116.465	42.6937
ENST00000531601	896	697	0	0
ENST00000528545	981	782	20.1499	22.5468
ENST00000301873	4833	4634	0	0
ENST00000526825	4498	4299	0	0
ENST00000689505	4710	4511	0	0
ENST00000530866	4512	4313	52.6344	10.6785
ENST00000322147	4046	3847	74.541	16.9548
ENST00000528516	3935	3736	0	0
ENST00000526927	3344	3145	0	0
ENST00000532661	863	664	36.8247	48.5277
ENST00000531405	879	680	31.6587	40.7383
ENST00000309328	769	570	313.551	481.34
ENST00000527920	806	607	6.46508	9.31975
ENST00000526877	713	514	0	0
ENST00000533115	1077	878	0.00780246	0.007776
ENST00000526433	739	540	36.975	59.9148
ENST00000316409	1409	1210	59.628	43.1205
ENST00000449319	1337	1138	110.191	84.727
ENST00000530349	1251	1052	55.5241	46.1833
ENST00000533237	2267	2068	0	0
ENST00000309295	5170	4971	1812.7	319.081
ENST00000634639	1643	1444	0	0
ENST00000533465	793	594	88.3011	130.077
ENST00000340313	1121	922	1.20523	1.14382
ENST00000342202	1283	1084	0	0
ENST00000394216	1563	1364	0	0
ENST00000394217	1372	1173	0	0
ENST00000530380	356	157	0.794771	4.42957
ENST00000525254	445	246	0	0
ENST00000532507	1812	1613	62.0789	33.6766
ENST00000530153	2830	2631	66.8997	22.2496
ENST00000309100	3543	3344	1355.78	354.767
ENST00000524848	2139	1940	27.1246	12.2344
ENST00000526293	571	372	23.698	55.7426
ENST00000529839	561	362	8.41483	20.3402
ENST00000355703	7102	6903	1368	173.407
ENST00000534313	3499	3300	2945.93	781.137
ENST00000533361	562	363	63.2602	152.491
ENST00000526137	379	180	11.5186	55.9945
ENST00000527525	3235	3036	682.788	196.79
ENST00000394224	3628	3429	527.506	134.611
ENST00000612991	2266	2067	39.6601	16.7893
ENST00000525693	3183	2984	23.0262	6.75216
ENST00000406246	2517	2318	1615.07	609.671
ENST00000526283	2004	1805	0	0
ENST00000308639	2681	2482	116.24	40.9801
ENST00000532999	1341	1142	0	0
ENST00000526257	215	17.2766	0	0
ENST00000529389	992	793	0	0
ENST00000525658	808	609	8.25507	11.861
ENST00000533546	569	370	0	0
ENST00000527909	591	392	0	0
ENST00000534558	692	493	0	0
ENST00000527749	771	572	0	0
ENST00000532879	567	368	14.2688	33.928
ENST00000531238	541	342	0	0
ENST00000533187	456	257	0	0
ENST00000527874	578	379	2.48413	5.73528
ENST00000534283	575	376	0	0
ENST00000377046	2237	2038	0.0424473	0.0182249
ENST00000352980	2059	1860	97.1232	45.6909
ENST00000530446	1697	1498	440.574	257.351
ENST00000534104	576	377	0	0
ENST00000341318	2080	1881	285.124	132.637
ENST00000530605	499	300	0	0
ENST00000528198	609	410	0	0
ENST00000531880	845	646	0	0
ENST00000534650	1875	1676	0	0
ENST00000534681	583	384	0	0
ENST00000533596	709	510	12.5203	21.4815
ENST00000534482	3311	3112	144.853	40.7292
ENST00000308418	2645	2446	134.536	48.1283
ENST00000531596	2085	1886	0	0
ENST00000644142	1750	1551	331.239	186.874
ENST00000527610	835	636	257.988	354.945
ENST00000532090	6980	6781	721	93.0381
ENST00000335987	2988	2789	3	0.941222
ENST00000532448	1774	1575	0	0
ENST00000308162	1245	1046	19432.4	16256
ENST00000525451	1878	1679	22.9331	11.9517
ENST00000527344	962	763	148.511	170.315
ENST00000531407	1062	863	58.3028	59.115
ENST00000524553	860	661	56.8202	75.2177
ENST00000534769	758	559	0	0
ENST00000531413	636	437	1756.56	3517.24
ENST00000532134	855	656	12.8251	17.1071
ENST00000530413	647	448	25.0893	49.0038
ENST00000534784	737	538	2.34705	3.81733
ENST00000526975	567	368	462.887	1100.64
ENST00000308342	1681	1482	8	4.72347
ENST00000529857	906	707	6.31119	7.81107
ENST00000533035	2180	1981	0	0
ENST00000308110	2364	2165	855.785	345.88
ENST00000525768	923	724	5.74675	6.94548
ENST00000524647	1817	1618	53.939	29.1705
ENST00000529374	1232	1033	45.455	38.5036
ENST00000530111	692	493	12.9757	23.0304
ENST00000529742	733	534	53.1311	87.0617
ENST00000527277	543	344	1.65525	4.21042
ENST00000307998	1934	1735	54.2663	27.3684
ENST00000531972	1813	1614	76.7125	41.5893
ENST00000526911	472	273	0	0
ENST00000531645	674	475	2.61491	4.81705
ENST00000528176	1504	1305	0	0
ENST00000524408	525	326	0	0
ENST00000530806	408	209	0	0
ENST00000533347	1040	841	3.28446	3.41733
ENST00000526624	907	708	0	0
ENST00000527378	614	415	23.4666	49.479
ENST00000530850	566	367	0	0
ENST00000528419	1383	1184	0	0
ENST00000307886	1272	1073	12.6235	10.2944
ENST00000526034	1191	992	0	0
ENST00000679584	1158	959	0	0
ENST00000681512	1187	988	7.37647	6.53297
ENST00000680443	1362	1163	0	0
ENST00000680670	1221	1022	0	0
ENST00000357519	1361	1162	1326.77	999.097
ENST00000338369	1261	1062	402.467	331.608
ENST00000531115	609	410	15.4942	33.0678
ENST00000533045	1173	974	4.81709	4.32758
ENST00000533037	1010	811	77.4554	83.5699
ENST00000532229	757	558	0	0
ENST00000312579	963	764	1629	1865.72
ENST00000312562	1702	1503	188.182	109.556
ENST00000448083	1427	1228	0	0
ENST00000531493	1200	1001	45.8182	40.0519
ENST00000532401	1132	933	0	0
ENST00000534222	584	385	0	0
ENST00000438576	1562	1363	44.5342	28.5902
ENST00000449692	1559	1360	397.173	255.541
ENST00000530188	1528	1329	257.293	169.403
ENST00000525501	695	496	21.6058	38.116
ENST00000376991	819	620	61.777	87.1875
ENST00000312515	822	623	1754.13	2463.73
ENST00000527119	581	382	0	0
ENST00000532933	751	552	413.483	655.447
ENST00000532620	1925	1726	0	0
ENST00000534740	722	523	1	1.67308
ENST00000608857	1589	1390	0	0
ENST00000528291	563	364	0	0
ENST00000530251	753	554	33.8983	53.5411
ENST00000312397	3557	3358	2133.1	555.84
ENST00000526451	2761	2562	188.505	64.3816
ENST00000312234	2887	2688	20.8934	6.8014
ENST00000533544	2916	2717	307.767	99.1176
ENST00000525767	743	544	0	0
ENST00000529964	808	609	29.6043	42.5359
ENST00000527249	889	690	46.9819	59.5801
ENST00000529973	530	331	0	0
ENST00000530462	580	381	13.2131	30.3457
ENST00000532707	584	385	5.06281	11.5067
ENST00000527051	588	389	2.97339	6.68839
ENST00000445560	946	747	293.691	344.025
ENST00000530204	586	387	0	0
ENST00000312175	731	532	2562.32	4214.44
ENST00000533166	1135	936	62.9937	58.8898
ENST00000527348	670	471	0	0
ENST00000312134	592	393	0	0
ENST00000312106	2581	2382	0	0
ENST00000312006	3301	3102	0	0
ENST00000527878	1599	1400	2	1.25003
ENST00000528302	3254	3055	239.772	68.6761
ENST00000322535	3272	3073	6481	1845.43
ENST00000524627	841	642	40.2262	54.8269
ENST00000533595	1081	882	0.734796	0.728983
ENST00000530322	1163	964	51.8139	47.0315
ENST00000524475	432	233	0	0
ENST00000530981	1080	881	627.457	623.199
ENST00000320580	4571	4372	3789.02	758.342
ENST00000533756	578	379	4.34461	10.0307
ENST00000527380	548	349	0	0
ENST00000531298	547	348	2.81452	7.07693
ENST00000524784	540	341	8.66735	22.2408
ENST00000529757	1688	1489	0	0
ENST00000528935	846	647	0	0
ENST00000524815	628	429	23.5496	48.0337
ENST00000531597	617	418	2.60822	5.45992
ENST00000529677	679	480	0	0
ENST00000531240	559	360	7.73528	18.8015
ENST00000417856	3015	2816	91.4223	28.4079
ENST00000526758	594	395	0	0
ENST00000440228	620	421	0.00265168	0.00551135
ENST00000421552	2721	2522	0	0
ENST00000394067	2953	2754	319.295	101.449
ENST00000316924	2990	2791	137.909	43.2366
ENST00000394078	1557	1358	0	0
ENST00000461611	643	444	0	0
ENST00000475757	1073	874	14.332	14.3488
ENST00000394066	2591	2392	0	0
ENST00000394065	3755	3556	98.3036	24.1895
ENST00000527397	991	792	51.5355	56.9377
ENST00000311481	1901	1702	4051.46	2082.92
ENST00000311445	1374	1175	14	10.4258
ENST00000528852	1524	1325	0	0
ENST00000534826	568	369	0	0
ENST00000528063	1142	943	0	0
ENST00000496746	667	468	7.04506	13.1722
ENST00000471387	854	655	19.903	26.5887
ENST00000376901	1097	898	615.261	599.518
ENST00000359461	943	744	111.107	130.674
ENST00000484814	541	342	8.68371	22.2177
ENST00000431556	619	420	0	0
ENST00000528575	532	333	0	0
ENST00000327259	2538	2339	1	0.374101
ENST00000311330	2551	2352	7	2.60423
ENST00000311320	4419	4220	11.3559	2.35465
ENST00000534824	1834	1635	0	0
ENST00000530056	2122	1923	7.17159	3.26329
ENST00000530745	1872	1673	5.47256	2.86229
ENST00000627248	243	44.0003	0	0
ENST00000425825	1363	1164	66.3984	49.9142
ENST00000524699	1131	932	35.4084	33.2437
ENST00000359957	1424	1225	989.879	707.074
ENST00000527375	913	714	0	0
ENST00000530756	963	764	5.31429	6.08654
ENST00000311181	2007	1808	171	82.7593
ENST00000357440	2455	2256	169.745	65.8382
ENST00000311161	2262	2063	0	0
ENST00000540386	2474	2275	87.8024	33.771
ENST00000619145	2380	2181	0	0
ENST00000544554	2505	2306	22.4522	8.51957
ENST00000541567	2272	2073	0	0
ENST00000546034	2509	2310	0	0
ENST00000639555	878	679	1	1.28869
ENST00000311034	3272	3073	0	0
ENST00000525148	2454	2255	0	0
ENST00000310999	1605	1406	130.563	81.2558
ENST00000430466	1527	1328	126.649	83.4492
ENST00000528272	506	307	2.82374	8.04833
ENST00000534488	812	613	702.267	1002.45
ENST00000329819	922	723	563.698	682.224
ENST00000618547	2508	2309	16.2163	6.14537
ENST00000349459	2783	2584	33.433	11.3214
ENST00000320740	2704	2505	119.981	41.9105
ENST00000532970	2572	2373	0.0524981	0.0193582
ENST00000524466	1671	1472	16.3173	9.69974
ENST00000526296	964	765	0	0
ENST00000527230	525	326	0	0
ENST00000528752	1967	1768	0	0
ENST00000532677	3078	2879	219.172	66.6136
ENST00000541961	2676	2477	174.262	61.5597
ENST00000531863	2660	2461	1620.01	576.002
ENST00000532019	561	362	0	0
ENST00000526515	547	348	0	0
ENST00000530165	2251	2052	167.183	71.291
ENST00000533725	595	396	0	0
ENST00000531314	563	364	1.56602	3.76458
ENST00000531354	733	534	0	0
ENST00000419755	3547	3348	93.669	24.481
ENST00000526760	3585	3386	37.8351	9.77748
ENST00000533644	910	711	0	0
ENST00000527251	1034	835	0	0
ENST00000526815	584	385	2.58976	5.88598
ENST00000533557	1043	844	2.80397	2.90703
ENST00000318312	3368	3169	205.019	56.6098
ENST00000525809	601	402	0	0
ENST00000455748	1552	1353	0	0
ENST00000526035	822	623	15.6705	22.0097
ENST00000532908	1001	802	0	0
ENST00000393994	1790	1591	21.8023	11.9909
ENST00000630659	1934	1735	0	0
ENST00000524705	333	134	0	0
ENST00000524458	891	692	0	0
ENST00000534073	1615	1416	116.078	71.7305
ENST00000526986	1424	1225	16.9462	12.1048
ENST00000310442	4803	4604	415.396	78.9489
ENST00000502692	3084	2885	0	0
ENST00000513398	2882	2683	0	0
ENST00000511191	704	505	0	0
ENST00000679160	1938	1739	0	0
ENST00000678305	1971	1772	0	0
ENST00000310325	2044	1845	0	0
ENST00000677896	2035	1836	0	0
ENST00000677587	2086	1887	0	0
ENST00000679347	2139	1940	0	0
ENST00000677005	2136	1937	0	0
ENST00000678872	2036	1837	0	0
ENST00000679024	2061	1862	0	0
ENST00000526010	1873	1674	7	3.65899
ENST00000678154	1986	1787	0	0
ENST00000678710	2310	2111	0	0
ENST00000676924	2391	2192	0	0
ENST00000679314	2598	2399	0	0
ENST00000678471	2014	1815	0	0
ENST00000677526	2045	1846	0	0
ENST00000524994	1709	1510	0	0
ENST00000677920	1994	1795	0	0
ENST00000679011	1475	1276	0	0
ENST00000678413	1934	1735	0	0
ENST00000678953	1534	1335	0	0
ENST00000525733	1439	1240	0	0
ENST00000333861	2888	2689	3	0.976224
ENST00000533244	1066	867	518.433	523.231
ENST00000530961	1214	1015	81.2588	70.0524
ENST00000310190	942	743	0	0
ENST00000534763	777	578	30.3078	45.8823
ENST00000393979	1426	1227	601.349	428.846
ENST00000409372	876	677	121.68	157.272
ENST00000310137	5367	5168	1667.33	282.306
ENST00000443702	732	533	0	0
ENST00000409738	372	173	19.9355	100.832
ENST00000412278	1566	1367	17.9907	11.5159
ENST00000421355	2034	1835	30.0156	14.313
ENST00000500635	829	630	0	0
ENST00000396053	3029	2830	417.611	129.123
ENST00000408993	1763	1564	298.523	167.017
ENST00000578778	582	383	26.0753	59.573
ENST00000483858	1548	1349	88.5812	57.4578
ENST00000398692	921	722	382.823	463.959
ENST00000310092	1607	1408	1272.06	790.54
ENST00000510173	782	583	0	0
ENST00000506523	654	455	32.562	62.6209
ENST00000530235	1011	812	2.88457	3.10845
ENST00000532968	757	558	18.1582	28.4747
ENST00000409406	2321	2122	11.6631	4.80936
ENST00000525754	2339	2140	32.0154	13.0907
ENST00000310046	1806	1607	310.484	169.061
ENST00000531969	769	570	0	0
ENST00000528106	324	125	8.36263	58.5399
ENST00000524637	867	668	0	0
ENST00000531036	1646	1447	36.8923	22.3093
ENST00000533211	11136	10937	68.1098	5.44917
ENST00000647510	8732	8533	0	0
ENST00000529997	8085	7886	8.8902	0.986447
ENST00000617502	7446	7247	0	0
ENST00000309996	7681	7482	0	0
ENST00000611817	7776	7577	0	0
ENST00000534325	583	384	0	0
ENST00000524551	548	349	3.57817	8.97128
ENST00000525908	2135	1936	1.32689e-06	5.99719e-07
ENST00000540737	1998	1799	37.4443	18.2127
ENST00000527634	1666	1467	0	0
ENST00000531400	367	168	0	0
ENST00000642265	1734	1535	0	0
ENST00000532565	1948	1749	42.1755	21.1004
ENST00000525449	1821	1622	17.9489	9.68292
ENST00000360962	1807	1608	116.063	63.1579
ENST00000532727	1616	1417	0	0
ENST00000532089	450	251	0	0
ENST00000526260	581	382	2.01341	4.61198
ENST00000531415	810	611	23.7766	34.0508
ENST00000524506	1379	1180	14.1346	10.4814
ENST00000309657	1462	1263	51.8124	35.8963
ENST00000524849	1428	1229	138.647	98.7139
ENST00000525356	1270	1071	100.406	82.033
ENST00000529047	4248	4049	0	0
ENST00000393960	4305	4106	0	0
ENST00000393955	4004	3805	0	0
ENST00000393958	4017	3818	0	0
ENST00000651036	4747	4548	3.69113	0.710164
ENST00000651469	4054	3855	0	0
ENST00000652125	4351	4152	0	0
ENST00000651854	5137	4938	21.3089	3.77597
ENST00000528224	3877	3678	0	0
ENST00000528403	1807	1608	0	0
ENST00000524491	1702	1503	0	0
ENST00000628663	1470	1271	0	0
ENST00000531614	515	316	0	0
ENST00000309602	2869	2670	264.939	86.8269
ENST00000393952	1550	1351	35.0606	22.7082
ENST00000308963	1187	988	0	0
ENST00000683896	1168	969	0	0
ENST00000393946	4534	4335	0	0
ENST00000525457	1678	1479	0	0
ENST00000527043	3722	3523	1	0.248374
ENST00000533427	593	394	0	0
ENST00000308831	1104	905	3	2.90063
ENST00000532559	538	339	0	0
ENST00000529006	7386	7187	2241.6	272.917
ENST00000398645	6511	6312	538.392	74.6364
ENST00000308783	3666	3467	0	0
ENST00000530342	3651	3452	430.005	108.999
ENST00000308595	3403	3204	7944	2169.53
ENST00000526285	1458	1259	0	0
ENST00000511455	2128	1929	497.175	225.526
ENST00000308440	2219	2020	218.788	94.7747
ENST00000506119	609	410	8.71334	18.596
ENST00000515828	582	383	11.3235	25.8703
ENST00000376757	2990	2791	0	0
ENST00000308298	2046	1847	0.0506626	0.0240016
ENST00000532600	555	356	0.369415	0.907996
ENST00000308127	2781	2582	0	0
ENST00000532881	2587	2388	17.5799	6.44172
ENST00000532181	948	749	0	0
ENST00000527821	656	457	0	0
ENST00000621995	912	713	8	9.81792
ENST00000544620	829	630	16.3165	22.6624
ENST00000538013	924	725	4.35613	5.25753
ENST00000542139	578	379	18.2986	42.2472
ENST00000307980	2086	1887	491.854	228.078
ENST00000312419	1694	1495	373.797	218.783
ENST00000529704	1486	1287	7.80837e-08	5.30886e-08
ENST00000530584	899	700	1001.93	1252.44
ENST00000532830	904	705	50.7186	62.9502
ENST00000539074	714	515	246.787	419.309
ENST00000531239	584	385	269.408	612.307
ENST00000543494	711	512	1388.36	2372.75
ENST00000312438	1705	1506	148.967	86.5537
ENST00000533438	967	768	2.03253	2.31576
ENST00000312989	1389	1190	104.63	76.9357
ENST00000376745	1421	1222	4502.86	3224.31
ENST00000679175	1677	1478	50.4708	29.8803
ENST00000527663	1228	1029	0	0
ENST00000358239	1054	855	95.2151	97.4449
ENST00000526387	1520	1321	80.9134	53.5965
ENST00000542590	1796	1597	813.537	445.75
ENST00000529635	1796	1597	155.44	85.1684
ENST00000312390	1497	1298	1.1096	0.748015
ENST00000531040	2968	2769	0	0
ENST00000687366	3966	3767	0.0174853	0.0040616
ENST00000307823	3942	3743	9.97783	2.33257
ENST00000445895	3971	3772	0.00468427	0.00108665
ENST00000556575	850	651	33.3696	44.8528
ENST00000524934	466	267	5.37147	17.6036
ENST00000312629	1733	1534	1084.83	618.807
ENST00000420069	461	262	0	0
ENST00000528964	1806	1607	44.4294	24.1921
ENST00000525996	957	758	0	0
ENST00000326294	907	708	3029.93	3744.71
ENST00000341356	4411	4212	139.911	29.0658
ENST00000616321	4464	4265	93.202	19.1217
ENST00000393893	1931	1732	600.067	303.159
ENST00000537042	1954	1755	59.5728	29.7023
ENST00000627576	960	761	102.32	117.651
ENST00000545016	551	352	3.80644e-05	9.46228e-05
ENST00000312457	1429	1230	0	0
ENST00000438189	1426	1227	0	0
ENST00000325656	3991	3792	27.5032	6.34649
ENST00000545777	682	483	0.496827	0.900072
ENST00000308022	3551	3352	112.026	29.2437
ENST00000545682	1063	864	195.619	198.114
ENST00000535813	551	352	39.2606	97.5964
ENST00000393877	823	624	28.279	39.655
ENST00000541059	716	517	21.6394	36.6247
ENST00000536020	680	481	22.0077	40.0359
ENST00000540133	575	376	30.1689	70.2086
ENST00000682699	1618	1419	13.2797	8.18887
ENST00000279146	1236	1037	1276.21	1076.87
ENST00000528641	1030	831	50.5463	53.224
ENST00000682324	662	463	0	0
ENST00000684006	1182	983	0	0
ENST00000683237	1186	987	21.4282	18.9971
ENST00000684657	1065	866	45.377	45.8497
ENST00000682659	721	522	0	0
ENST00000525341	1304	1105	81.1539	64.2638
ENST00000683856	1225	1026	0	0
ENST00000534749	4189	3990	2.52439e-06	5.53608e-07
ENST00000356404	4217	4018	489.966	106.703
ENST00000436757	4216	4017	377.293	82.1857
ENST00000533391	561	362	0	0
ENST00000532703	540	341	14.0929	36.163
ENST00000528559	584	385	0	0
ENST00000524901	550	351	1.6474	4.10688
ENST00000301488	909	710	1022.46	1260.11
ENST00000531178	923	724	70.7178	85.4691
ENST00000531506	634	435	14.8173	29.8056
ENST00000353903	789	590	0	0
ENST00000294288	1010	811	0	0
ENST00000545205	1178	979	0	0
ENST00000636477	941	742	0	0
ENST00000398603	706	507	377.913	652.234
ENST00000398606	741	542	8583.07	13856.8
ENST00000646888	471	272	0	0
ENST00000498765	723	524	69.2311	115.608
ENST00000495996	221	22.4012	6.78777	265.139
ENST00000647561	2528	2329	43.4464	16.3231
ENST00000532303	1493	1294	64.6793	43.7371
ENST00000532244	786	587	51.9221	77.3986
ENST00000528328	477	278	46.414	146.091
ENST00000322776	1560	1361	3760.51	2417.73
ENST00000529927	1503	1304	91.7052	61.5369
ENST00000532343	620	421	0	0
ENST00000415352	1512	1313	0	0
ENST00000530103	544	345	0	0
ENST00000533075	582	383	0	0
ENST00000529867	582	383	0	0
ENST00000530638	582	383	4.72536	10.7958
ENST00000528314	559	360	110.127	267.677
ENST00000533919	774	575	0	0
ENST00000527355	679	480	10.4677	19.0822
ENST00000301490	809	610	8.33168	11.9515
ENST00000376693	745	546	73.6683	118.061
ENST00000335385	1751	1552	0	0
ENST00000255082	1371	1172	46.2264	34.5129
ENST00000529256	933	734	7.77356	9.26709
ENST00000530069	2506	2307	4	1.51716
ENST00000349015	2649	2450	0	0
ENST00000673966	2783	2584	0	0
ENST00000531248	492	293	0	0
ENST00000525827	736	537	0	0
ENST00000674110	606	407	0	0
ENST00000528756	561	362	0	0
ENST00000533962	810	611	0	0
ENST00000531881	830	631	0	0
ENST00000673873	643	444	0	0
ENST00000227471	2294	2095	1972.48	823.848
ENST00000524455	836	637	56.8129	78.0418
ENST00000528423	833	634	10.7097	14.7811
ENST00000614849	2280	2081	5.04961	2.12327
ENST00000342456	2811	2612	19.6764	6.59161
ENST00000619675	1594	1395	0	0
ENST00000617288	2078	1879	0	0
ENST00000617449	709	510	1.72978	2.96783
ENST00000612297	1231	1032	0.49075	0.416102
ENST00000616697	818	619	0.0534782	0.0755971
ENST00000527514	603	404	0	0
ENST00000453471	620	421	26.2689	54.5982
ENST00000313468	737	538	980.249	1594.31
ENST00000526446	814	615	48.597	69.1439
ENST00000528492	353	154	0	0
ENST00000531228	531	332	8.80346	23.2025
ENST00000526339	689	490	17.5629	31.3631
ENST00000525419	561	362	0	0
ENST00000525628	515	316	13.3108	36.8583
ENST00000529645	606	407	6.45011	13.8673
ENST00000524810	616	417	10.7583	22.575
ENST00000265686	2668	2469	1558.06	552.182
ENST00000534673	848	649	0	0
